week_date,category,brand,description,price,image,link,week_start,week_end,price_clean
04/17/24 - 04/23/24,Home Goods,Huntington Home,King Microfiber Sheet Set,$14.99*,https://www.aldi.us/fileadmin/_processed_/0/2/csm_huntington-home-king-microfiber-sheet-set-700242-ov_ee3f64d71d.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/huntington-homeking-microfiber-sheet-set/,2024-04-17,2024-04-23,14.99
04/17/24 - 04/23/24,Home Goods,Huntington Home,Queen Microfiber Sheet Set,$12.99*,https://www.aldi.us/fileadmin/_processed_/4/a/csm_huntington-home-queen-microfiber-sheet-set-43645-ov_9b81dbb618.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/huntington-homequeen-microfiber-sheet-set/,2024-04-17,2024-04-23,12.99
04/17/24 - 04/23/24,Home Goods,Huntington Home,Window Sheer Curtain Pair,$9.99*,https://www.aldi.us/fileadmin/_processed_/b/5/csm_huntington-home-window-sheer-curtain-pair-706721-ov_c04b285a5e.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/huntington-homewindow-sheer-curtain-pair/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Household Essentials,Easy Home,Laundry Hamper,$6.99*,https://www.aldi.us/fileadmin/_processed_/c/c/csm_easy-home-laundry-hamper-709116-ov_ed3a38039a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/easy-homelaundry-hamper/,2024-04-17,2024-04-23,6.99
04/17/24 - 04/23/24,Household Essentials,Easy Home,Wool Dryer Balls,$3.99*,https://www.aldi.us/fileadmin/_processed_/4/f/csm_easy-home-wool-dryer-balls-711081-ov_901a529888.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/easy-homewool-dryer-balls/,2024-04-17,2024-04-23,3.99
04/17/24 - 04/23/24,Household Essentials,Joie,Plant Based Sponges,$2.49*,https://www.aldi.us/fileadmin/_processed_/0/6/csm_joie-plant-based-sponges-711317-ov_13daa35cb5.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/joieplant-based-sponges/,2024-04-17,2024-04-23,2.49
04/17/24 - 04/23/24,Household Essentials,Range Master,Multi-Purpose Lighter 3 pack,$5.99*,https://www.aldi.us/fileadmin/_processed_/a/2/csm_range-master-multi-purpose-lighter-3-pack-832062-ov_3249d2570b.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-mastermulti-purpose-lighter-3-pack/,2024-04-17,2024-04-23,5.99
04/17/24 - 04/23/24,Household Essentials,Tide,Hygienic Clean Power Pods,$12.33*,https://www.aldi.us/fileadmin/_processed_/1/8/csm_tide-hygienic-clean-power-pods-712039-ov_150dd6a7be.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/tidehygienic-clean-power-pods/,2024-04-17,2024-04-23,12.33
04/17/24 - 04/23/24,Kitchen,Crofton,18 oz Stainless Steel Bottle,$6.99*,https://www.aldi.us/fileadmin/_processed_/a/0/csm_crofton-18-oz-stainless-steel-bottle-828021-ov_6d81754944.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/crofton18-oz-stainless-steel-bottle/,2024-04-17,2024-04-23,6.99
04/17/24 - 04/23/24,Kitchen,Crofton,Glass Fruit Bowl,$12.99*,https://www.aldi.us/fileadmin/_processed_/c/5/csm_crofton-glass-fruit-bowl-711178-ov_cbf5a87b71.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/croftonglass-fruit-bowl/,2024-04-17,2024-04-23,12.99
04/17/24 - 04/23/24,Kitchen,Range Master,BBQ Frying Pan or Roasting Pan,$9.99*,https://www.aldi.us/fileadmin/_processed_/2/9/csm_range-master-bbq-frying-pan-or-roasting-pan-831671-ov_f5e3fc7f53.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-masterbbq-frying-pan-or-roasting-pan/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Kitchen,Range Master,Pizza Set,$12.99*,https://www.aldi.us/fileadmin/_processed_/f/c/csm_range-master-pizza-set-832402-ov_7fcd72bd33.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-masterpizza-set/,2024-04-17,2024-04-23,12.99
04/17/24 - 04/23/24,Kitchen,Range Master,"Tongs, Spatula or Brush",$3.99*,https://www.aldi.us/fileadmin/_processed_/d/1/csm_range-master-tongs-spatula-or-brush-832195-ov_193f02982a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-mastertongs-spatula-or-brush/,2024-04-17,2024-04-23,3.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Fresh Flower Bouquet Assorted Varieties,,$4.99*,https://www.aldi.us/fileadmin/_processed_/6/7/csm_fresh-flower-bouquet-assorted-varieties-710904-ov_5112ca6202.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/fresh-flower-bouquet-assorted-varieties-3/,2024-04-17,2024-04-23,4.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Decorative Sprinkler,$6.99*,https://www.aldi.us/fileadmin/_processed_/d/0/csm_gardenline-decorative-sprinkler-831701-ov_fa96e8d65e.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlinedecorative-sprinkler/,2024-04-17,2024-04-23,6.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Flexible Garden Hose,$14.99*,https://www.aldi.us/fileadmin/_processed_/c/1/csm_gardenline-flexible-garden-hose-830443-ov_f2d1386719.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlineflexible-garden-hose/,2024-04-17,2024-04-23,14.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Flowering Shrub Assorted Varieties,$9.99*,https://www.aldi.us/fileadmin/_processed_/a/f/csm_gardenline-flowering-shrub-assorted-varieties-45243-ov_c461285474.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlineflowering-shrub-assorted-varieties/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Garden Spray Nozzle,$4.99*,https://www.aldi.us/fileadmin/_processed_/9/3/csm_gardenline-garden-spray-nozzle-830094-ov_8b74c96e6e.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlinegarden-spray-nozzle/,2024-04-17,2024-04-23,4.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Hose Accessories,$9.99*,https://www.aldi.us/fileadmin/_processed_/4/e/csm_gardenline-hose-accessories-832152-ov_948879e7b3.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlinehose-accessories/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Power Blaster,$14.99*,https://www.aldi.us/fileadmin/_processed_/4/f/csm_gardenline-power-blaster-831678-ov_8433f2d9bc.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlinepower-blaster/,2024-04-17,2024-04-23,14.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Gardenline,Premium Rose Bush Assorted Varieties,$8.49*,https://www.aldi.us/fileadmin/_processed_/6/3/csm_gardenline-premium-rose-bush-assorted-varieties-703975-ov_a68c7948b4.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gardenlinepremium-rose-bush-assorted-varieties-1/,2024-04-17,2024-04-23,8.49
04/17/24 - 04/23/24,Outdoor Living & Garden,Range Master,65 Inch Gas Grill Cover,$9.99*,https://www.aldi.us/fileadmin/_processed_/5/c/csm_range-master-65-inch-gas-grill-cover-831901-ov_aad6f704dc.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-master65-inch-gas-grill-cover/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Range Master,Cushion Grill Mat,$9.99*,https://www.aldi.us/fileadmin/_processed_/9/7/csm_range-master-cushion-grill-mat-56072-ov_8c64a3b93a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-mastercushion-grill-mat/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Outdoor Living & Garden,Range Master,Grill & Bake Mats,$4.49*,https://www.aldi.us/fileadmin/_processed_/e/8/csm_range-master-grill-and-bake-mats-832037-ov_5a320fea3e.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-mastergrill-amp-bake-mats/,2024-04-17,2024-04-23,4.49
04/17/24 - 04/23/24,Outdoor Living & Garden,Range Master,Grill Top Pizza Oven,$29.99*,https://www.aldi.us/fileadmin/_processed_/b/3/csm_range-master-grill-top-pizza-oven-831121-ov_8d3f7392dc.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/range-mastergrill-top-pizza-oven/,2024-04-17,2024-04-23,29.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies 3 Pack Shoe Liners,$4.99*,https://www.aldi.us/fileadmin/_processed_/7/c/csm_serra-ladies-3-pack-shoe-liners-827552-ov_438fe4383d.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-3-pack-shoe-liners/,2024-04-17,2024-04-23,4.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies Espadrille Wedges,$9.99*,https://www.aldi.us/fileadmin/_processed_/4/7/csm_serra-ladies-espadrille-wedges-831776-ov_229ae266ef.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-espadrille-wedges/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies Flats,$7.99*,https://www.aldi.us/fileadmin/_processed_/a/0/csm_serra-ladies-flats-827660-ov_01bfa27f81.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-flats/,2024-04-17,2024-04-23,7.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies Multi-Wear Tank or Wrap,$9.99*,https://www.aldi.us/fileadmin/_processed_/0/4/csm_serra-ladies-multi-wear-tank-or-wrap-828809-ov_d4bd89bff7.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-multi-wear-tank-or-wrap/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies Pointelle Cardigan,$9.99*,https://www.aldi.us/fileadmin/_processed_/0/c/csm_serra-ladies-pointelle-cardigan-831683-ov_b310635f75.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-pointelle-cardigan/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Apparel,Serra,Ladies Satin Skirt,$9.99*,https://www.aldi.us/fileadmin/_processed_/3/d/csm_serra-ladies-satin-skirt-828631-ov_4714199c2a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/serraladies-satin-skirt/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Health & Beauty,Conair,Ceramic Curling Iron or Wand,$12.99*,https://www.aldi.us/fileadmin/_processed_/6/1/csm_conair-ceramic-curling-iron-or-wand-711932-ov_f8b7bc5a6a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/conairceramic-curling-iron-or-wand/,2024-04-17,2024-04-23,12.99
04/17/24 - 04/23/24,Pet Supplies,Heart to Tail,Cat Scratching Playhouse,$9.99*,https://www.aldi.us/fileadmin/_processed_/0/2/csm_heart-to-tail-cat-scratching-playhouse-710862-ov_d6591e5eba.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/heart-to-tailcat-scratching-playhouse/,2024-04-17,2024-04-23,9.99
04/17/24 - 04/23/24,Pet Supplies,Heart to Tail,Orthopedic Pet Bed,$14.99*,https://www.aldi.us/fileadmin/_processed_/5/1/csm_heart-to-tail-orthopedic-pet-bed-710116-ov_632228d36f.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/heart-to-tailorthopedic-pet-bed/,2024-04-17,2024-04-23,14.99
04/17/24 - 04/23/24,Beverages,Gatorade,G Zero 28 oz Assorted Variety,$1.72*,https://www.aldi.us/fileadmin/_processed_/8/b/csm_gatorade-g-zero-28-oz-assorted-variety-707716-ov_e153371b90.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/gatoradeg-zero-28-oz-assorted-variety/,2024-04-17,2024-04-23,1.72
04/17/24 - 04/23/24,Snacks,Baker's Treat,Strawberry or Banana Mini Muffins,$2.69*,https://www.aldi.us/fileadmin/_processed_/a/e/csm_bakers-treat-strawberry-or-banana-mini-muffins-704868-ov_4e297ba72b.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/bakers-treatstrawberry-or-banana-mini-muffins/,2024-04-17,2024-04-23,2.69
04/17/24 - 04/23/24,Snacks,LesserEvil,Interstellar Cheddar or Cinnamon Sugar Space Balls,$2.99*,https://www.aldi.us/fileadmin/_processed_/e/d/csm_lesserevil-interstellar-cheddar-or-cinnamon-sugar-space-balls-710016-ov_3053a2ce52.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/lesserevilinterstellar-cheddar-or-cinnamon-sugar-space-balls-1/,2024-04-17,2024-04-23,2.99
04/17/24 - 04/23/24,Snacks,Mott's,Assorted or Animal Fruit Shapes,$2.89*,https://www.aldi.us/fileadmin/_processed_/a/d/csm_motts-assorted-or-animal-fruit-shapes-700968-ov_088c93d139.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/mottsassorted-or-animal-fruit-shapes/,2024-04-17,2024-04-23,2.89
04/17/24 - 04/23/24,Snacks,PopCorners,Popcorn Chips 15 ct,$10.98*,https://www.aldi.us/fileadmin/_processed_/c/e/csm_popcorners-popcorn-chips-15-ct-711641-ov_e5921bf371.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/popcornerspopcorn-chips-15-ct/,2024-04-17,2024-04-23,10.98
04/17/24 - 04/23/24,Snacks,SkinnyPop,Popcorn,$2.99*,https://www.aldi.us/fileadmin/_processed_/e/3/csm_skinnypop-popcorn-702604-ov_9037141cc7.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/skinnypoppopcorn/,2024-04-17,2024-04-23,2.99
04/17/24 - 04/23/24,Snacks,Solely,Organic Mango or Organic Cacao Mango,$4.79*,https://www.aldi.us/fileadmin/_processed_/2/f/csm_solely-organic-mango-or-organic-cacao-mango-708743-ov_c3f200d310.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/solelyorganic-mango-or-organic-cacao-mango/,2024-04-17,2024-04-23,4.79
04/17/24 - 04/23/24,Snacks,Tate's Bake Shop,Gluten Free Cookies,$5.78*,https://www.aldi.us/fileadmin/_processed_/5/6/csm_tates-bake-shop-gluten-free-cookies-708771-ov_c0130b908a.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/tates-bake-shopgluten-free-cookies-1/,2024-04-17,2024-04-23,5.78
04/17/24 - 04/23/24,Dairy & Eggs,Haagen Dazs,Cultured Cream Assorted Varieties,$1.68*,https://www.aldi.us/fileadmin/_processed_/3/b/csm_haagen-dazs-cultured-cream-yog-assorted-varieties-711738-ov_7e64a13347.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/haagen-dazscultured-cream-yog-assorted-varieties/,2024-04-17,2024-04-23,1.68
04/17/24 - 04/23/24,Breakfast & Cereal,Elevation,Kids Protein Bars Chocolate Chip & Chocolate Mint,$4.79*,https://www.aldi.us/fileadmin/_processed_/d/9/csm_elevation-kids-protein-bars-choc-chip-and-choc-mint-710784-ov_9d42d43207.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/elevationkids-protein-bars-chocolate-chip-amp-chocolate-mint/,2024-04-17,2024-04-23,4.79
04/17/24 - 04/23/24,Breakfast & Cereal,General Mills,Cheerios Oat Crunch Assorted Varieties,$3.99*,https://www.aldi.us/fileadmin/_processed_/2/b/csm_general-mills-cheerios-oat-crunch-assorted-varieties-706406-ov_2d00357554.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/general-millscheerios-oat-crunch-assorted-varieties/,2024-04-17,2024-04-23,3.99
04/17/24 - 04/23/24,Deli,liveGfree,Gluten Free Fusilli or Tortellini,$3.89*,https://www.aldi.us/fileadmin/_processed_/6/e/csm_livegfree-gluten-free-fusilli-or-tortellini-711068-ov_4c401b6913.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/livegfreegluten-free-fusilli-or-tortellini/,2024-04-17,2024-04-23,3.89
04/17/24 - 04/23/24,Deli,liveGfree,Gluten Free Pizza Dough,$3.29*,https://www.aldi.us/fileadmin/_processed_/8/5/csm_livegfree-gluten-free-pizza-dough-710047-ov_a2ed57f1f2.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/livegfreegluten-free-pizza-dough/,2024-04-17,2024-04-23,3.29
04/17/24 - 04/23/24,Frozen Foods,Appetitos,Gluten Free Vegetable or Chicken Potstickers,$6.49*,https://www.aldi.us/fileadmin/_processed_/7/3/csm_appetitos-gluten-free-vegetable-or-chicken-potstickers-711907-ov_7d93a4b9d5.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/appetitosgluten-free-vegetable-or-chicken-potstickers/,2024-04-17,2024-04-23,6.49
04/17/24 - 04/23/24,Frozen Foods,liveGfree,Cinnamon Raisin or Plain Gluten Free English Muffins,$4.79*,https://www.aldi.us/fileadmin/_processed_/d/2/csm_livegfree-cinnamon-raisin-or-plain-gluten-fee-english-muffins-706841-ov_14490d3033.jpg,https://www.aldi.ushttps://www.aldi.us/weekly-specials/this-weeks-aldi-finds/this-weeks-aldi-finds-detail/ps/p/livegfreecinnamon-raisin-or-plain-gluten-fee-english-muffins/,2024-04-17,2024-04-23,4.79
